,S1,Ss,Tm,zetaM,gapRatio,RI,mu1,R1,GMFile,GMScale,mu2,mu3,R2,R3,beam,roofBeam,col,moatGap,Tfb,T1,T2,ST1,ST2,GMSavg,GMS1,GMST1,GMST2,GMSTm,IDALevel,maxDisplacement,driftMax1,driftMax2,driftMax3,accMax0,accMax1,accMax2,accMax3,velMax0,velMax1,velMax2,velMax3,collapseDrift1,collapseDrift2,collapseDrift3,serviceDrift1,serviceDrift2,serviceDrift3,occupancyDrift1,occupancyDrift2,occupancyDrift3,resDrift1,resDrift2,resDrift3,impactedLeft,impactedRight,impacted,uplifted,runFailed,collapsed,serviceFailure,Bm,DesignDm,earthquakeDm,moatAmpli,Tshort
112,1.017,2.2815,3.5,0.15,0.3476107558962423,1.0,0.0311693113307878,40.0,RSN82_SFERN_PHN180,19.651282791503355,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166468,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.1388521672057894,1.2606928425189126,0.5829754091569682,0.8359103498459086,1.5,30.6697,0.1999692307692307,0.1531211538461538,0.0908544871794871,0.1705918737060041,0.0545354554865424,0.1355225155279503,0.0340093167701863,1.57625,23.4087,42.5849,74.6013,1,1,1,1,1,1,1,1,1,0.4616666666666666,0.4376506410256411,0.3826153846153845,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,74.24024624765558,0.3476107558962423,0.4457593688362919
113,1.017,2.2815,3.5,0.15,0.4312109857301053,1.0,0.0311693113307878,40.0,RSN68_SFERN_PEL090,6.08701660329925,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166217,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.513140413629484,0.4603096323197915,0.6368111619325664,0.6738497816317163,1.5,29.5894,0.2000192948717948,0.1241391025641025,0.0167288461538461,1.243408385093168,0.1378061594202898,0.3088328157349896,0.3181444099378882,36.8601,7.15244,51.9958,51.5965,1,1,0,1,1,1,1,1,1,0.9688583333333332,0.9935769230769232,0.0065192307692311,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,59.847056244116935,0.43121098573010536,0.4457593688362919
115,1.017,2.2815,3.5,0.15,1.1545750984807763,1.0,0.0311693113307878,40.0,RSN122_FRIULI.A_A-COD000,14.923932036886482,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516658,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.9099916851583985,0.9356476130873296,0.2043778758918895,0.2516695786647148,1.5,22.5816,0.0031365384615384,0.0050134615384615,0.0048641025641025,0.3347153209109731,0.1071651138716356,0.1106306935817805,0.1923592132505176,66.4536,65.955,66.5745,67.6301,0,0,0,0,0,0,0,0,0,3.474358974359104e-05,1.487179487179551e-05,0.000171923076923,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,22.351692973482574,1.1545750984807763,0.4457593688362919
116,1.017,2.2815,3.5,0.15,0.7353013975756256,1.0,0.0311693113307878,40.0,RSN20_NCALIF.FH_H-FRN044,4.197507267686058,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166912,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.1121249333154266,0.8964912998348668,0.2940362138571493,0.3951732303644144,1.5,27.0594,0.0222448717948718,0.0230147435897435,0.0295538461538461,2.8564699792960666,1.3645056935817803,1.219363354037267,0.9843400621118013,84.2499,77.6248,77.1366,83.3746,0,0,0,0,0,1,1,1,1,0.0152903974358974,0.0120325,0.0138451282051282,1,1,1,0,0,-1.0,1.0,1.3499999999999999,25.806708116070713,35.09677555511038,0.7353013975756256,0.4457593688362919
117,1.017,2.2815,3.5,0.15,0.7127912438676964,1.0,0.0311693113307878,40.0,RSN36_BORREGO_A-ELC180,6.968316315569965,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166468,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.2711358731791689,1.0644464051394196,0.2843768211113641,0.4076529153118532,1.5,26.84,0.0192237179487179,0.0211339743589743,0.0200871794871794,2.4017417184265013,0.9746273291925468,1.1044099378881989,0.8423680124223603,90.0946,90.1356,89.9891,89.6563,0,0,0,0,0,0,1,1,1,0.0018015448717948,0.0011622307692307,0.0021845448717948,1,1,1,1,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,36.20514188142972,0.7127912438676964,0.4457593688362919
118,1.017,2.2815,3.5,0.15,0.5436354303299147,1.0,0.0311693113307878,40.0,RSN577_SMART1.45_45O01EW,5.708794612272307,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166372,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.5298524851475737,0.688674596977399,0.5182828761109273,0.5344968564596503,1.5,27.1943,0.0316538461538461,0.031302564102564,0.0343339743589743,3.4140527950310564,1.4654787784679089,1.1349715320910976,1.3903545548654246,61.181,62.1068,59.0132,67.243,0,0,0,1,1,1,1,1,1,0.0026529403846153,0.0117730256410256,0.0071410897435897,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,47.47061482068869,0.5436354303299147,0.4457593688362919
119,1.017,2.2815,3.5,0.15,0.5784835213082075,1.0,0.0311693113307878,40.0,RSN575_SMART1.45_45M01EW,5.065118072135863,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166792,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.7353489594347091,0.6105364564099137,0.4468959496607272,0.5022985406988222,1.5,27.0895,0.0270179487179487,0.0252538461538461,0.0299673076923077,2.766330227743272,1.2678959627329194,1.0310041407867496,0.9492934782608696,61.6891,55.1792,49.5095,53.4204,0,0,0,1,1,1,1,1,1,0.0178842628205128,0.014093141025641,0.0113007051282051,1,1,1,0,0,-1.0,1.0,1.3499999999999999,25.806708116070713,44.61096498947856,0.5784835213082075,0.4457593688362919
120,1.017,2.2815,3.5,0.15,0.6713430919930113,1.0,0.0311693113307878,40.0,RSN579_SMART1.45_45O04EW,4.95222456889079,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051664,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.6506789598598763,0.5017378903616662,0.3283046982113253,0.4328210598083482,1.5,26.7089,0.0139121794871794,0.0135288461538461,0.0202801282051282,1.9113897515527956,0.974101966873706,0.9007246376811596,0.8022360248447207,52.5084,51.092,50.302,54.06,0,0,0,0,0,0,1,1,1,0.0057021794871794,0.0050530128205128,0.0068570512820512,1,1,1,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,38.44041656771731,0.6713430919930115,0.4457593688362919
121,1.017,2.2815,3.5,0.15,0.8448992060736088,1.0,0.0311693113307878,40.0,RSN138_TABAS_BOS-L1,10.696102609685587,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805165966,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.7873626000991614,0.7258866991696966,0.4055070476879213,0.3439125359364033,1.5,28.2966,0.2000051282051282,0.1421307692307692,0.0609865384615384,0.3719384057971015,0.1323082298136646,0.4094772256728779,0.2194435817805383,23.5069,4.096830000000001,4.48261,13.5963,1,1,1,1,1,1,1,1,1,0.3079846153846154,0.2763634615384615,0.2396410256410256,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,30.54412636508313,0.8448992060736088,0.4457593688362919
122,1.017,2.2815,3.5,0.15,0.7317736666223167,1.0,0.0311693113307878,40.0,RSN725_SUPER.B_B-POE270,5.031572016522082,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166437,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.6924351613506186,0.8191032899372288,0.2425569615167522,0.3970782795623588,1.5,19.7568,0.0019679487179487,0.0032666666666666,0.0032967948717948,0.3247463768115942,0.0818180641821946,0.0901022256728778,0.1303804347826087,86.2671,87.0454,87.4321,87.7223,0,0,0,0,0,0,0,0,0,2.1993589743589495e-05,1.7217948717949213e-05,0.0001946987179487,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,35.2659699209839,0.7317736666223167,0.4457593688362919
123,1.017,2.2815,3.5,0.15,0.7708884624077765,1.0,0.0311693113307878,40.0,RSN821_ERZINCAN_ERZ-NS,1.8990218051670769,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166017,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.664833866447331,1.0588734052438278,0.2409364815484655,0.376930571335656,1.5,28.1158,0.0548205128205128,0.0401423076923076,0.0408942307692307,5.894565217391304,1.9875000000000005,1.2971169772256728,1.2390476190476192,80.6584,81.9708,83.3286,84.0602,1,0,0,1,1,1,1,1,1,0.0193729487179487,0.000879423076923,0.0068332692307692,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,33.476578486421495,0.7708884624077766,0.4457593688362919
124,1.017,2.2815,3.5,0.15,1.0613159027767725,1.0,0.0311693113307878,40.0,RSN1107_KOBE_KAK000,7.356724546039842,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516646,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.734854690050115,0.9317214506564212,0.2683911526559001,0.2737841087759002,1.5,18.3804,0.002477564102564,0.0037929487179487,0.0041628205128205,0.4095445134575569,0.0765069875776397,0.1162792443064182,0.1760900621118012,65.3617,64.9208,63.9155,63.4143,0,0,0,0,0,0,0,0,0,5.332692307692321e-05,4.16153846153846e-05,0.0001473012820512,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,24.31576503145894,1.0613159027767725,0.4457593688362919
125,1.017,2.2815,3.5,0.15,1.5050681258840024,1.0,0.0311693113307878,40.0,RSN1106_KOBE_KJM000,1.926998943427479,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516632,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,2.94231348973104,0.520407227435055,0.1582591089516117,0.1930619774442179,1.5,15.3779,0.0020384615384615,0.0034739102564102,0.0037611538461538,0.3543167701863354,0.0814065734989648,0.0841695134575569,0.1514777432712215,62.6034,64.0364,66.4256,68.7788,0,0,0,0,0,0,0,0,0,0.0001445801282051,8.669230769230774e-05,0.0001778544871794,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,17.14653820132769,1.5050681258840024,0.4457593688362919
126,1.017,2.2815,3.5,0.15,0.6663734459845385,1.0,0.0311693113307878,40.0,RSN357_COALINGA.H_H-SC3000,18.58440767162209,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516623,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.5093512534584597,0.7520800619272585,0.2660170922405152,0.4360489307044966,1.5,26.8219,0.0101493589743589,0.0124192307692307,0.0156589743589743,2.8489648033126294,0.9481961697722568,0.8050879917184266,0.6728907867494824,93.05,99.3609,93.106,78.9819,0,0,0,0,0,0,1,1,1,0.0011845512820512,0.0001333333333333,0.0018207051282051,1,1,1,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,38.72709555216805,0.6663734459845385,0.4457593688362919
127,1.017,2.2815,3.5,0.15,1.2195176192028874,1.0,0.0311693113307878,40.0,RSN352_COALINGA.H_H-PG3000,14.193463187281685,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516614,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,2.661468798060981,0.7894264016359693,0.2269635715512855,0.2382675116751119,1.5,24.1929,0.0022544871794871,0.0029423076923076,0.0027461538461538,0.2358092650103519,0.083978519668737,0.1193273809523809,0.1296198240165631,73.4422,75.9635,77.2417,76.631,0,0,0,0,0,0,0,0,0,0.0001303205128205,0.0001064102564102,0.0001022435897435,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,21.161406534608943,1.2195176192028874,0.4457593688362919
128,1.017,2.2815,3.5,0.15,0.6161303402748133,1.0,0.0311693113307878,40.0,RSN347_COALINGA.H_H-Z09000,14.165505546677691,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166217,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.829288056680208,0.8245685761984943,0.2921865559890299,0.4716070765835435,1.5,28.4487,0.0951288461538461,0.0456339743589743,0.0280801282051282,6.170678053830228,1.3940424430641822,0.9563768115942032,0.9343090062111802,66.8103,62.7611,69.2641,87.62,1,0,0,1,1,1,1,1,1,0.0727877564102564,0.0227045512820512,0.0015807692307692,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,41.88514414751938,0.6161303402748133,0.4457593688362919
135,1.017,2.2815,3.5,0.15,1.2241901830631015,1.0,0.0311693113307878,40.0,RSN930_BIGBEAR_SB2270,14.189921324926871,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166117,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.5169153605638752,1.025544840088088,0.2063249681217486,0.2373580776839565,1.5,18.9642,0.0020411538461538,0.0028783974358974,0.0025767679487179,0.3615502070393375,0.0741899585921325,0.0964547101449275,0.1265020703933747,63.8731,64.108,64.366,64.4373,0,0,0,0,0,0,0,0,0,6.78141025641026e-05,6.398076923076864e-05,0.0001305769230769,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,21.080636385678726,1.2241901830631015,0.4457593688362919
136,1.017,2.2815,3.5,0.15,0.9556955244921798,1.0,0.0311693113307878,40.0,RSN164_IMPVALL.H_H-CPE147,7.808009066214269,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516642,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.7499766045900075,0.3693824226177106,0.2443967895490728,0.3040418429560264,1.0,22.7939,0.0023384615384615,0.0035249999999999,0.0036025641025641,0.6730538302277432,0.0805263975155279,0.1009376293995859,0.13339466873706,43.2418,42.1474,40.8927,41.5209,0,0,0,0,0,0,0,0,0,6.855128205128264e-05,0.000205032051282,0.0005521217948717,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,27.003064736316958,0.9556955244921798,0.4457593688362919
137,1.017,2.2815,3.5,0.15,0.800756175168101,1.0,0.0311693113307878,40.0,RSN187_IMPVALL.H_H-PTS225,6.461001466582856,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516696,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.710748281232767,0.5577058291716649,0.4130254054998912,0.3628712928881623,1.0,26.8229,0.0212282051282051,0.020126282051282,0.0247871794871794,2.419984472049689,0.9956030020703932,1.064743788819876,0.991620082815735,56.8949,56.2017,55.7828,55.3935,0,0,0,0,0,0,1,1,1,0.0038704807692307,0.001402641025641,0.0013108333333333,1,1,1,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,32.22792270150545,0.8007561751681012,0.4457593688362919
138,1.017,2.2815,3.5,0.15,0.9705358328581308,1.0,0.0311693113307878,40.0,RSN294_ITALY_A-TRC000,18.039698397752616,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166428,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.3138508975795766,0.5449817209645021,0.2902498842679152,0.2993927877095736,1.0,24.0211,0.0023455128205128,0.0030525641025641,0.0026499999999999,0.2436485507246376,0.0673266045548654,0.0889179606625258,0.1062836438923395,47.6915,47.7497,47.5504,46.6981,0,0,0,0,0,0,0,0,0,2.666666666666629e-05,1.3333333333332434e-05,0.0001943589743589,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,26.59016518748468,0.9705358328581308,0.4457593688362919
139,1.017,2.2815,3.5,0.15,0.6867879939849817,1.0,0.0311693113307878,40.0,RSN812_LOMAP_WDS000,5.985429684346589,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166388,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.2554109564284333,0.4537859408589841,0.3034891984934806,0.4230875191708472,1.0,26.4077,0.0113884615384615,0.0129807692307692,0.0149967948717948,1.1334860248447207,0.5862241200828158,0.6569694616977225,0.6010688405797101,37.0051,37.6045,38.7798,39.9428,0,0,0,0,0,0,1,1,1,0.0035202769230769,0.0035356282051282,0.0042669807692307,0,1,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,37.57594533115127,0.6867879939849818,0.4457593688362919
140,1.017,2.2815,3.5,0.15,1.0097911452810295,1.0,0.0311693113307878,40.0,RSN787_LOMAP_SLC270,3.022895185147444,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051665,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.6784199287310078,0.4750228243485952,0.1760030928612536,0.2877539874748666,1.0,20.2002,0.0022961538461538,0.0031403846153846,0.0030076923076923,0.2031803830227743,0.0667606107660455,0.0737631987577639,0.1119443581780538,44.8039,44.9228,45.3738,44.9979,0,0,0,0,0,0,0,0,0,1.2980769230769224e-05,4.06025641025645e-05,0.0002128141025641,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,25.5564808987195,1.0097911452810295,0.4457593688362919
141,1.017,2.2815,3.5,0.15,0.9378693052614901,1.0,0.0311693113307878,40.0,RSN779_LOMAP_LGP000,0.8253707213151042,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166274,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.8641012424128156,0.4696945282079226,0.2219450880891756,0.3098208107902769,1.0,16.3706,0.0022852564102564,0.0033615384615384,0.0032796794871794,0.2342888198757764,0.0707572463768115,0.0869549689440993,0.1318737060041408,39.7109,40.4103,40.182,38.5865,0,0,0,0,0,0,0,0,0,3.3653846153846e-05,8.717948717948897e-06,0.0001802564102564,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,27.5163159422042,0.9378693052614901,0.4457593688362919
142,1.017,2.2815,3.5,0.15,0.9396629253821326,1.0,0.0311693113307878,40.0,RSN827_CAPEMEND_FOR000,4.616216868991524,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166368,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.8302709195700679,0.6785803687046146,0.2515261218720958,0.3092294276197627,1.0,27.7143,0.0578237179487179,0.0441602564102563,0.045125641025641,4.663742236024845,1.5785403726708076,0.8764156314699794,0.8230124223602485,57.4608,58.0472,58.6345,58.4766,1,0,0,1,1,1,1,1,1,0.0493330128205128,0.0278208974358974,0.0199865384615384,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,27.46379304640109,0.9396629253821326,0.4457593688362919
143,1.017,2.2815,3.5,0.15,0.8912664720930359,1.0,0.0311693113307878,40.0,RSN3747_CAPEMEND_CRW270,4.304174013853108,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166337,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.7831190671938912,0.5439886486914733,0.3293163127701589,0.3260208228062874,1.0,27.4162,0.0426166666666666,0.0340871794871794,0.036050641025641,3.416407867494824,1.5042003105590065,0.8240967908902691,0.9253260869565216,59.3131,59.6318,60.4905,61.7965,0,0,0,1,1,1,1,1,1,0.0351802564102564,0.0251298076923076,0.0222502564102564,0,1,0,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,28.955098081347835,0.891266472093036,0.4457593688362919
144,1.017,2.2815,3.5,0.15,0.9089697870000321,1.0,0.0311693113307878,40.0,RSN825_CAPEMEND_CPM000,1.5858104663613073,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166854,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.181695055016476,0.3115196648339799,0.2670471913971908,0.3196711625921383,1.0,26.8264,0.0200737179487179,0.0199333333333333,0.0174833333333333,2.3529140786749485,0.890649585921325,0.8332168737060042,0.816376811594203,82.3311,83.852,85.5182,86.0787,0,0,0,0,0,0,1,1,1,0.0115108269230769,0.0088900641025641,0.000383141025641,1,1,1,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,28.391161604219313,0.9089697870000322,0.4457593688362919
145,1.017,2.2815,3.5,0.15,1.0709472651733218,1.0,0.0311693113307878,40.0,RSN1089_NORTHR_TPF360,16.9308774823454,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166508,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.3372663953602717,0.3054807389329217,0.1894937962133429,0.2713218829915053,1.0,15.4341,0.0027025641025641,0.0031346153846153,0.0037967948717948,0.659562629399586,0.115292701863354,0.1523923395445134,0.1942546583850931,80.7148,80.1543,81.2282,83.2342,0,0,0,0,0,0,0,0,0,9.339743589743856e-06,3.516025641025617e-05,0.0002079871794871,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,24.097085781244484,1.0709472651733218,0.4457593688362919
146,1.017,2.2815,3.5,0.15,1.1153989671881612,1.0,0.0311693113307878,40.0,RSN1005_NORTHR_TEM090,7.007457595369208,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051663,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.7587640046977802,0.3835698818074861,0.2797593765151421,0.2605089632671418,1.0,13.1579,0.0018985256410256,0.0026622435897435,0.0026385256410256,0.2412028985507246,0.0648237577639751,0.0746231884057971,0.1105129399585921,40.4596,39.637,39.6393,40.2766,0,0,0,0,0,0,0,0,0,5.149999999999955e-05,3.8557692307691904e-05,0.0001511794871794,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,23.136750952107775,1.1153989671881612,0.4457593688362919
