,repair_cost,repair_time,repair_time
,,parallel,sequential
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3181885.8661771305,1642.9553876178325,1913.8309608080522
std,3296103.600744281,2092.03569187078,1911.3870678177373
min,649218.73933709,126.29644083405923,402.7546209481292
10%,874339.9633524442,197.65841491256666,552.0992768530782
50%,1025953.0412808596,258.2815850852793,673.9143573270469
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,84941.72380922108,37.45224423572988,61.14716407128761
std,230182.02919052646,136.40841337503215,136.9897356659644
min,17729.84149758217,5.133537986680044,8.692763480385759
10%,40158.162346420664,13.94075571903155,29.171054418208634
50%,64753.65432967486,22.94318680952522,45.79941577050382
90%,135102.05347900948,74.34618670377405,107.28523808539471
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,614738.5032671528,358.72211244075777,360.7221229519591
std,2105439.8075815695,1239.3697469173892,1238.825447700612
min,2571.9432598925578,0.17328725870184084,0.3686863866151305
10%,6495.9103281781145,1.0428535115760844,1.7773458588035345
50%,11991.391393410411,3.144203814492412,4.985475707779729
90%,96093.45636161086,75.22495045378493,80.3632142509935
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2967912.1494704005,1539.4182440181303,1787.3215403599006
std,3252516.493886442,2043.983926264759,1887.7263104250885
min,571019.7075137887,116.62890241760837,338.4391168754069
10%,805575.9389393025,192.008472444667,507.3916616429659
50%,954070.8621543925,260.9354448288451,627.3900920940061
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,78970.95787123649,37.520714562383645,51.47379349256422
std,527559.5650113743,310.88516988107955,310.10703367218844
min,10458.430786085202,3.498740822837698,7.392084150374288
10%,26656.444334873344,9.31366907214931,18.655523792030912
50%,38968.648888687705,14.939937046774814,28.435816713935374
90%,73732.55433711577,24.375543361880453,43.84313589751376
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,56100.71918295256,26.243431149134093,36.585763204068215
std,395185.41645690444,232.8678042839512,232.53515955898206
min,7239.413322736634,1.6665452057675714,3.347757975492284
10%,19166.262045109608,6.373029560411999,12.454080244431259
50%,30578.527807405033,11.653023507585708,21.557994102457208
90%,67024.60200871175,21.61192051248141,37.57143883128363
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,125948.02487599246,72.79927260343383,75.13741485592763
std,922570.172169602,543.0595850060955,542.8195443358953
min,2334.285208721295,0.17107679213508442,0.3308046278073681
10%,6827.837712090214,1.3538010836136358,2.3548604322607365
50%,11690.03788185295,3.2843952130929774,5.530219578915398
90%,52797.81916495351,32.55822766455892,37.60732795537846
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1209295.8369815575,708.6692608657773,710.2368527152304
std,2869842.249155024,1689.2613098077209,1688.6125689250694
min,1608.874170552766,0.10292634921964859,0.23586956744577087
10%,5452.254383113421,1.0693094252384694,1.7840514783256403
50%,10188.843979132722,3.1043836978357042,4.981302344153965
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1613328.6315795397,685.1755818440944,1010.5309433544977
std,2135654.479744703,1343.3291516865497,1238.0991660240268
min,590255.2416190065,117.43032169519469,357.15105066999763
10%,791465.4663765093,180.6524642663099,500.34398736440824
50%,920172.1584706989,237.28230151095664,605.5368333477181
90%,1281191.0659914885,625.091561145484,1049.8527079393625
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3275520.714023085,1806.5815145751499,1958.9448604882825
std,3604657.967044736,2210.1779965260944,2097.2590864830568
min,327134.43299595825,58.522007790701245,180.22621131528723
10%,487114.84949721466,107.78575626474642,308.4357672327917
50%,650464.8590614437,183.26531630307252,448.21244460604845
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,532454.8359918338,142.4174490356382,337.5969660759104
std,349187.5724919706,211.43061988832335,209.78917377369586
min,280747.24026450573,49.58980903715868,165.68456491182224
10%,415153.6233358601,89.27882807547847,250.66644925011795
50%,511181.947720318,126.86517847927995,321.9178000404347
90%,625757.7590014226,182.71287165056611,414.2998891261273
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,307470.00028159743,173.7350034975732,186.54991653949432
std,1437507.5697841577,846.957413383775,844.651235219145
min,11392.693586564714,2.7309435113014446,7.245023131298812
10%,25240.045230066204,8.462112158180823,17.230072996475414
50%,37417.20121161698,13.978960611543544,26.917299935944023
90%,79617.74277010177,31.966668907959942,53.40819342333217
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,93577.01861052203,45.852432909557436,59.675311129038086
std,637784.8955084775,375.8594017737052,374.84500497541524
min,12890.017433374946,3.4980183185058307,7.362818569478421
10%,26984.87823755192,9.182159993082376,18.658979243286122
50%,39064.173884051685,14.585941096536995,28.143674696811626
90%,62120.78041798647,22.73528834469718,41.56554067761203
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,154102.45945632632,85.20589476830732,103.37975676149982
std,838809.3485357893,494.3828594926005,492.7137748963377
min,13965.513406654836,3.7646700577655556,8.729720245929963
10%,32157.03524354725,11.152773007808436,22.811891248239633
50%,51050.222392141055,19.5861309792505,37.85521860663937
90%,123688.53402458907,82.06270770886252,106.11499905821671
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,406962.0755696662,105.57192554035865,249.0135245246991
std,129640.41504206909,76.28795437982207,84.549318479163
min,207874.4673226587,37.05439064628658,117.84114217655548
10%,321118.11906532035,66.62602087600864,186.63371965059656
50%,400417.7186800417,98.5540748970385,241.66157497065015
90%,494329.97369852127,147.80739539663514,315.86627132206286
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,36039.70667695442,16.657207110723398,25.387580190889476
std,141003.49867395766,83.69017209564709,83.9819258268724
min,8072.114737021284,1.5501385291960632,3.555452285955779
10%,18826.48128497718,6.196075060829261,11.762802643431339
50%,29604.060091028252,11.542681954662967,20.055112924581888
90%,46949.261147874444,22.331154197253337,33.998774762990145
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1798375.212452004,824.5357125539551,1129.0576729323554
std,2353767.462192597,1472.6863740782278,1360.674294141748
min,557063.5409447384,111.41444539818487,362.63622376985063
10%,794817.8681640803,193.7616521112195,507.9820603919918
50%,931101.839122629,270.35590022226825,625.555936062392
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1382903.8940530922,570.968861639443,864.8609513380783
std,1937072.6457167647,1209.2959602045985,1126.272391917964
min,502827.3027697606,103.56155203754403,295.37123359481853
10%,709297.0729610948,163.64286008911128,445.24729603718737
50%,830619.6329507863,217.88245962574132,541.2190457812444
90%,1030616.4587949839,362.6821984859506,731.6448362614889
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,86305.89620527325,50.834765755637925,54.38707032920994
std,683079.035276907,402.3386812985634,402.1086072078607
min,3178.133337084686,0.2382657216721129,0.5756957826113237
10%,9185.339531955939,2.072827135375435,3.8318307584700135
50%,15950.449310867967,4.7666928473247925,8.047030404451828
90%,75929.92165491833,60.928647753450804,66.69608402569281
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,74865.85742929036,39.77345188026587,43.03058503980502
std,664344.6002149218,391.17304994048317,390.94412219296316
min,2943.537714476418,0.2137119952559784,0.46163050762196617
10%,7986.07889180676,1.9054443713945326,3.51397568529078
50%,13491.359098249173,4.119998638312044,6.929987920301727
90%,49895.41589539316,13.465158927676294,19.854144615546705
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,58461.271800271796,19.96639789200035,37.01812046591357
std,198703.00221225878,116.50419023041259,116.47957306680593
min,15257.82536699815,3.996995297980817,9.438952728284733
10%,30074.84207859282,10.434333108292938,21.24977173033138
50%,44517.224310433536,16.030486613125177,32.33834492080557
90%,93526.40595971428,24.252516672628524,48.924835197952895
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,599645.0871102992,353.156087181776,356.6575339310922
std,2067508.1424185613,1216.241230912084,1215.302916971402
min,2411.608246228684,0.20910157025220974,0.5325974241895971
10%,9251.688590169193,2.159374912403913,4.01003281027843
50%,17365.464672904804,5.505284550306275,9.103437058846618
90%,108656.45005469526,96.65476424923595,102.42237234643852
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,930273.4401328197,398.2465404172561,566.6181218274985
std,1795460.7881331719,1093.1893282403637,1052.1915913138193
min,269107.24466651544,46.12858882384498,142.3846480626212
10%,387252.8883004465,83.818244747768,231.77235606434311
50%,481687.9596875041,121.66231258724753,301.9571821265735
90%,627543.7220312669,194.50396556731675,420.85047368653073
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,484254.05836834165,281.8415164001259,287.6110292047814
std,1865627.6094428801,1098.2409903043463,1096.855431341462
min,4590.702864912626,0.8006012138934542,1.5929192396152336
10%,12402.66578201547,3.466366964572629,6.930032774081691
50%,21248.794784374753,7.7972556910686475,13.5793176416311
90%,82511.18052400685,58.00101189971663,68.44976224209972
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,55651.578912050274,25.281235431983152,40.64108376279454
std,163684.71282322842,97.3932998072086,98.07297888203676
min,13645.725948255393,3.4969537701628948,8.693458546280057
10%,28010.82222546044,9.655604906313611,19.30060113034074
50%,41675.58336248862,15.793456369953475,30.21402177042247
90%,97828.0442085655,51.51592743493546,75.27311172825502
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,33579.84851015634,17.955227615130976,22.3531946767823
std,313254.9620212955,184.79304328823642,184.7414178310954
min,3087.4297456151025,0.46840894675425787,0.7851333375520186
10%,9599.60965805898,2.713617201889444,5.297814810552542
50%,16130.20837873916,6.053779555788435,10.15624799377208
90%,32467.082839554063,16.17318029964,23.573868215234327
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,421680.9555175781,120.01890878287949,266.16851924912174
std,406061.9492281602,244.54582698438887,240.7837625558249
min,196915.09447628717,37.18335153035839,115.88300924807601
10%,312225.99502387975,69.3001132174525,189.95801126787623
50%,397307.10137512017,101.88534103720329,248.07972980904123
90%,493160.2531461529,151.11779289483835,323.05706810490756
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,971865.3266754596,321.4530506569975,620.216746890986
std,1204875.1101665753,750.3617857647727,703.1603477864599
min,456082.98668323096,89.87952800979458,268.1501414578055
10%,650753.5025222288,144.4051050782293,407.0344296056087
50%,768605.0403980301,188.73201502585607,497.65660915408466
90%,910616.0930732123,264.44355392024426,621.1212325757826
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,24859.79295131359,10.035579178677606,16.0936405542745
std,82262.8925762599,48.5486084901939,48.86796741058888
min,4831.317180396741,0.9832163924702594,1.729028734170019
10%,12353.261768184562,3.638358049904307,7.160385805162306
50%,20464.177514041672,7.651389933577208,13.380057261194686
90%,34766.36453678888,14.960882783824694,23.944433844392076
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,64624.701594232654,34.97275015102177,38.26675406303462
std,634734.9677258021,373.61458794104425,373.3656703950354
min,2655.485517042442,0.23596887287192966,0.36075746262442393
10%,8252.9666712721,2.2119068227592855,4.1828278473449485
50%,13434.191798587568,4.51137399394301,7.742584381266046
90%,22534.880636193484,10.219111125845622,15.098817580940013
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,70405.53147339613,40.89502628560721,44.85977986387047
std,603118.7108128807,355.2849805786295,355.0656271308482
min,3092.769887904864,0.3401368196406869,0.5742452037613424
10%,9277.630835005984,2.3760095438100763,4.572831237885503
50%,15961.788476999707,5.3162843429542,8.986325645948344
90%,64524.0812272962,48.1822328992725,54.947515814231465
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,6446302.193439943,3719.7520868928013,3804.4674475118754
std,3017752.5467158835,1906.8328454695636,1752.5019056847132
min,604110.9582644373,138.3152290335786,406.64160195714595
10%,924253.4805940669,225.9040589852688,590.3921789471034
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,53573.630030441,27.833686066073632,30.728469377747427
std,553064.8455716796,325.64147841531246,325.46094264801894
min,3284.908864217439,0.2572865728812624,0.5329068996294412
10%,8551.121061089756,1.876023772372857,3.469692779378695
50%,13491.443459189188,3.753927285754296,6.5943139737966625
90%,23156.60463027925,9.114157887314438,13.338644951507083
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,935643.1650247899,549.9112898164683,555.6816604411426
std,2538265.7015823736,1493.3895207297803,1491.377153800061
min,4515.800444283202,0.7402180366046792,1.6213497157030328
10%,12868.659951002868,3.6329983503102015,7.114480291785447
50%,25213.51432299889,9.959745688534483,16.41139599667276
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3153131.7392102396,1632.9813572831797,1907.9522032140248
std,3275364.3648390076,2073.5721444062433,1892.5600522869233
min,682618.1670738568,127.05220552037612,399.88750709352763
10%,879209.4576226698,203.21938152945276,561.8499760704922
50%,1037463.5651855709,281.65949557576334,698.5385471533286
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,27855.1320266388,12.54027743785413,16.05473096561334
std,302374.4528461618,178.03481278026064,177.93545397676206
min,3384.326940199231,0.24948703725471766,0.4429223882057479
10%,9412.874450960988,2.3110367865124317,4.455107248143069
50%,15068.411683563882,4.6275693881507,7.998469343041834
90%,24690.69398718828,10.432462291693462,15.500666569217527
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8063582.540203345,4741.091221056307,4743.877568078106
std,499010.8724028436,323.56798940024373,285.4646556566866
min,948390.0687671215,211.68431741364438,652.0539787801692
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,22162.5845815581,9.007765283133427,14.271103467630427
std,114760.81551408954,67.49019685472918,67.56891118059217
min,4427.527498934298,0.5730333245802551,1.237870987750282
10%,11268.708181892758,3.385782322596055,6.5139312046795705
50%,18720.735316769846,7.0981987440347325,12.182436515690899
90%,29946.023527013793,13.409653592684775,20.956498874038406
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,273673.21278539166,157.17314432695386,160.78259556146708
std,1418468.4908209494,835.0818872505762,834.4351594746994
min,3310.1813397007377,0.24773880654283786,0.4625193591932576
10%,9312.838778784422,2.3705634742358836,4.576515003457118
50%,15073.345598228047,4.84011690033288,8.38217021065347
90%,26510.09394471067,11.484338215509315,17.343149264720537
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,35292.0167953776,15.258117405715574,25.076395721433265
std,140302.9165083602,82.66829878985973,82.74193242348501
min,8123.052932490445,2.4800141775298803,4.602300316370487
10%,20508.72620246133,7.3233545875237445,13.910541832375742
50%,31291.029505311126,12.656886150048905,22.416076534800244
90%,44575.53643490852,20.541189540379683,33.1995073254611
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,290832.4427157186,101.1359775727785,193.58890248853353
std,485840.09311839734,289.8509740596048,285.6876224097478
min,98280.23472628223,21.079270841749924,56.49467600934211
10%,188882.83543796826,48.18853301277377,124.94037928707687
50%,258426.88503936474,77.69862178057924,172.48791703853826
90%,334759.9966433999,126.19884926007225,232.10904608637296
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,321376.1851382017,180.24727693358295,189.47988427522563
std,1481715.9575147978,873.2530918532109,871.5511729077164
min,6171.045252090191,1.6049514874019875,3.3346566287637893
10%,17201.589284150243,5.280122208593916,10.241065949051814
50%,29464.916488367908,10.880335434063749,19.555269540417804
90%,88626.29793450414,25.870998126318952,44.80725722284896
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,149499.08052230979,66.863083197944,91.71985520176914
std,766822.7242683079,452.86439513089977,450.6507222157225
min,22898.218546334843,5.175418689401349,13.150482764403334
10%,43026.14609990497,14.074819833675672,31.10229122084157
50%,65614.53634582477,20.853503544257585,45.665065287194764
90%,121686.46755798916,33.77416753583948,68.30359789147741
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1160485.3882568416,523.8473878886767,715.5524503864668
std,2103532.855282893,1285.3638323519451,1228.9451570601914
min,247014.50063215924,48.8511482069892,161.937671383657
10%,419857.1829452941,86.83569489164488,258.02754818034475
50%,525075.3446404504,128.8376686241428,339.0710967962948
90%,756340.133488505,279.88198742399146,572.2118449974681
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1178707.5214474243,464.8712737307297,729.4700346503578
std,1750941.564193306,1087.2729032667557,1022.0061246295857
min,450153.93658183457,93.73518086791391,272.4482003135025
10%,627316.1825778862,144.7796100495023,388.5851124394542
50%,741405.6184485983,188.19321349672538,471.95633870651886
90%,899307.4245544266,265.2343839839344,601.113304325943
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,222090.08078621578,127.0248363685593,129.9316376780842
std,1277019.5670225862,751.7731092468686,751.3098900576522
min,2823.767023832019,0.20871166600582086,0.40214701695685107
10%,8090.891598262568,1.9283053899623723,3.5734240172087013
50%,13084.329004115785,3.960384399136544,6.8528425079487665
90%,24092.169026445525,10.307190350362953,14.868599200025649
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,82407.56366699154,44.242005607565076,50.98969132065617
std,522247.92000635003,307.995882254215,307.8483038276591
min,3205.0460238839432,0.21750982107805827,0.5527499504032247
10%,11346.168184581873,2.748816506234908,5.331403030581305
50%,35335.61224927963,10.514183159154703,17.111875075353563
90%,107153.35709225248,71.60102654424782,83.21873614782989
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2537808.231630898,1349.2603429247138,1532.202146380508
std,3278730.361773163,2013.3438732977231,1906.760576152981
min,329012.0229867587,58.6602679959757,197.61298594637069
10%,500398.4733477006,111.31974745400623,315.3625717862011
50%,639528.8141849801,172.61222496366503,433.0260319086383
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,80851.56493856618,43.16691324749194,59.14887044582686
std,418776.2172933214,247.33444217308713,247.00795714064955
min,11574.512786283147,2.604603398488584,6.689824163372833
10%,27219.672503212303,9.561027033744507,19.096254792359467
50%,43882.30219421927,17.137670799317497,32.37162799078226
90%,114512.74946452888,76.52427068507136,98.96202273306699
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,563805.4393777192,328.80330187819294,332.09411298879235
std,2024546.6712334012,1191.7243533215922,1190.8528615957148
min,2492.619660064908,0.23467181719877453,0.5930898507272951
10%,9049.420907780634,2.1561380869603233,4.128068875470516
50%,15022.485848197659,4.619858684150972,7.92846339676559
90%,73103.17230872039,50.452311023417224,57.49396307944574
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,229333.36869081898,131.6962008654212,134.54019387867115
std,1293693.7082557492,761.5494992755104,761.0963051687954
min,2362.3975725829177,0.19524321425809027,0.3776683048334661
10%,7452.825956643692,1.7982377953605337,3.232998051987781
50%,12432.0233755739,3.893524729537477,6.5966733424231165
90%,33315.278896911674,12.434826667979825,18.076731230527752
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,363084.1128941409,211.43452871819372,213.6240036172778
std,1636214.2325425365,963.0039232859211,962.5548641393286
min,2273.4604041199113,0.18808931565631942,0.38252702930450866
10%,6506.573604735849,1.3172673074424872,2.2461704548014483
50%,11249.249012733482,3.2087399475913845,5.3677265865567
90%,57541.66930116091,29.63624207636062,35.13388002620379
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8098644.023925669,4763.838448667077,4763.965648276478
std,95894.39294821171,61.3356355542835,52.39730543942132
