,repair_cost,repair_time,repair_time
,,parallel,sequential
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,38924.7197843073,19.92844713120886,28.388439776825592
std,199060.78682172176,118.07723492158686,118.35034832834877
min,6123.192506242162,1.4334127596270185,3.1255323065090503
10%,15871.447866049006,5.252738819984323,10.01297271466756
50%,26547.4267398451,10.558104938987022,18.414239535632444
90%,67922.0981402014,39.47388335215123,53.60960375812467
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,312827.91231539246,179.58561087079778,183.8065895183316
std,1509323.5276391434,888.6959724051947,887.8912470067407
min,3374.6658619868754,0.2799131970698014,0.724163394147991
10%,10264.017245489807,2.6634595192060124,5.223495245008564
50%,16972.796049149027,5.680658444824116,9.750483372800698
90%,37353.12516513029,14.076997520118052,21.617337282633503
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,712701.490286771,226.2091401189329,451.4625788829002
std,903415.3478766137,554.1584767431464,529.6591508122278
min,325841.3339677388,65.47941702399658,200.7702529937122
10%,495977.2512550145,112.18822292644111,304.8039211446475
50%,601059.6870254313,154.0311820262238,383.7041488812351
90%,722474.028728679,215.09109902164064,480.58917101796123
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,135176.90930400038,70.1223704236658,95.48412605087478
std,506868.83040992933,299.45560095962753,298.3692787017685
min,19134.84232362699,4.1783307751954,11.383306795467572
10%,43205.396738799034,14.441949603495473,30.963391472800424
50%,99797.00056545343,45.0398235276716,72.11539472749033
90%,166335.2447693022,101.63695071066725,131.04405950833345
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,135592.10616709496,74.52556263698749,81.31345961388371
std,931863.0024735166,548.7899946338049,548.0330721344719
min,6588.47141253397,1.394281610428893,2.281837996983674
10%,14453.237283997085,4.155970198784823,8.177394715550328
50%,23495.861131586367,8.445347742058864,15.054687911335744
90%,39438.266406288436,16.31257372318849,26.783699344054167
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,314839.28877162875,177.860534636498,188.87960195731972
std,1400127.493264633,825.096458067936,823.264050190023
min,5853.649971274463,1.1938317396501807,2.2706957986254723
10%,17059.894915282726,5.07495365108297,9.861275584781923
50%,59720.34763257648,15.708697336888916,28.522630621565
90%,136301.68932486264,87.66258612327202,104.5385382548887
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1866899.7177507782,842.3686492123728,1145.9123837703394
std,2479964.777191479,1560.313254562861,1440.9082225279305
min,556257.0394630412,102.56962759305091,313.42982997628707
10%,770417.870049698,173.08097071636493,483.4305561199204
50%,896165.8317681039,222.45189690587216,581.8760515996601
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,84564.20732186627,47.274686826454705,63.90451714634612
std,292077.89982816763,173.52062745428938,173.6188542925414
min,11923.54923815163,2.440618433043275,5.937255534120568
10%,29145.393686320855,9.965277564374018,19.610727513361308
50%,67719.48445752673,27.56948713098592,47.36408246471841
90%,132405.2703466081,92.56229501044278,112.79960417136274
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,171221.26345085353,96.77779168371772,103.18972535556803
std,1082623.5544388902,637.3796100697789,636.5212540177978
min,4781.10423328757,1.3021648551695213,2.6580238704575185
10%,13815.83488535911,4.475286364265834,8.553881894021975
50%,22686.87423333433,9.089292743807606,15.541167618637033
90%,34938.662039887626,16.23082333817354,25.608923634535017
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,748634.0161045371,223.12205273492495,474.94015229957756
std,848326.632391713,522.9957213080037,497.4372950441194
min,375950.47033643967,75.91830059092241,228.5575231969009
10%,542969.7814000834,120.51083357352313,335.79807984977015
50%,649637.5029943055,158.19959792968913,414.1256371642627
90%,773338.2160326815,213.61701478826407,510.9070552145202
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8094410.948900407,4761.105370124808,4761.488502902864
std,197545.22557337247,127.25355086336141,113.71453911442953
min,986746.6571332717,237.29719896793338,703.0831141892206
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,88330.77204517307,42.98011350936825,56.491032036100584
std,596290.8205603999,351.4201683502909,350.5527427851858
min,10479.13596462227,3.1206763089425267,6.938227892377958
10%,24577.966361708914,8.589232969189881,17.26431615649984
50%,37213.000656578784,14.17333884507986,27.189126105005887
90%,80487.91900219212,23.972148022220107,44.247796796257
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1436215.9358163024,604.7228980763633,894.9068012499772
std,2071013.5082662248,1292.5164002884599,1204.258331535045
min,466969.17512160435,91.54020311424142,277.45619099282106
10%,675779.6676248501,151.37662235595764,424.7600813145435
50%,800820.5747854575,199.77381685434364,523.1055663586583
90%,1041839.7626188422,367.0671575748789,759.4070201893223
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3316816.781090303,1715.4854791818914,2005.1437612399243
std,3304494.622809243,2106.52337182904,1907.6287955609193
min,691322.0516494324,126.32134300992468,396.1410364346887
10%,929161.6205181729,209.21269386743745,592.0131137615981
50%,1093698.6681069392,280.3195004308474,737.101105412112
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,143969.9350410174,83.43839530232721,86.48994780414033
std,982167.4501078873,578.1272486187968,577.7956081900013
min,2110.5887099225656,0.1793489684637025,0.45965769242880483
10%,7620.228342487676,1.7555920684746869,3.1517037505523846
50%,13309.172320169237,4.017503864126101,6.7265551730241375
90%,65106.074761186675,44.63977262097725,50.72375392152463
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,654984.6075813513,198.502637750806,415.71996026474454
std,814497.3950809819,498.534354278649,478.0678115596259
min,305832.3790272325,62.41401869446494,188.39643192703642
10%,462454.5390267502,102.50038342313567,284.2179289909838
50%,563568.0204486866,139.6381637811805,360.06813349931224
90%,680728.4818332494,193.43665790172417,454.87451080636384
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,270522.42821515625,145.9026362892544,163.57907348032808
std,1289664.4718530136,760.7758113992869,757.9654244178382
min,14419.70750464963,2.9455292570199365,6.744999276477589
10%,32403.639384502483,10.889375927700794,22.441672756766977
50%,47849.396241405746,16.861452046856904,34.33136757996148
90%,107904.5686510263,35.053216314581675,63.337184623854
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8093708.32738586,4760.709840944321,4761.094502814011
std,209647.5684690274,133.17765573157516,120.38305388930272
min,1022273.8966027767,242.75400322028054,608.3650769315977
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1845115.6853850335,819.6719860220235,1146.2403629359103
std,2401776.9950691666,1514.7799104225114,1391.192680929686
min,554356.3622998508,113.71993122853192,355.57385085301786
10%,806181.319555975,181.50790803172333,511.02250807772265
50%,936846.2836151188,235.067498938955,619.8539441881906
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1149498.5807145026,495.7769850148374,721.1962438107204
std,1869495.8145629757,1148.3479783157034,1089.52144331396
min,356753.7394065384,64.14800404206333,201.05756847299236
10%,532942.867402482,126.37610335578546,333.31275510572084
50%,649904.0383771332,181.5302329038142,426.0002653832349
90%,836620.6101452655,313.72808021266985,605.4084175338871
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,61790.74478964074,31.359334340680373,40.33131440068627
std,490179.5537909218,288.7160693526621,288.2784390178907
min,7632.038236959408,1.9907174410778248,3.9580508077340424
10%,18262.713417464816,6.2661192386764535,11.891226988001623
50%,28674.289307327897,11.395630209169322,20.121115459243867
90%,44386.21998361842,20.356414146009485,32.499543490064575
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,225378.04859903836,131.39312905339165,135.36693489588012
std,1266360.7365499882,745.2571225914774,744.6485318216157
min,2558.4101814670857,0.20028984885904505,0.5738336965820644
10%,8728.558397792258,2.3950936877819196,4.69225774788562
50%,14924.991195484432,5.308778290772956,9.10373534018219
90%,59361.52560247451,40.18350985692763,47.450808164828125
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,271083.99585798633,154.90420848011053,158.87683382464382
std,1395833.6806219693,821.9140788564287,821.22820708883
min,4001.723596330132,0.3395805672756604,0.5770431795797786
10%,9918.541728923292,2.3917092657928403,4.5782375869060665
50%,16249.688319660763,5.03652217648,8.637245973289861
90%,59687.29104634246,16.665603450050437,25.48810081860401
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,6736067.248160594,3901.1148152696283,3974.748312948484
std,2802104.6741606295,1774.152397278604,1623.1461996031076
min,702116.5101083281,138.31133798485072,422.890480862361
10%,981701.4649805807,250.3160257966888,639.3525322098703
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,555569.205879027,324.3765269096417,329.7882499815245
std,1982967.0091498196,1167.210351525841,1165.8287013148376
min,4241.907618990363,0.344302281731951,0.7474498896717384
10%,11745.935014863751,3.000116691412182,5.902378672881016
50%,21666.358630406146,7.820479546643739,13.090504147364737
90%,110085.6140718262,86.52103554282459,96.13939009319142
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,70393.40913134627,35.58101132215666,44.17402254405584
std,540379.8993073644,318.37506667275653,317.94609336920644
min,7354.010433679664,1.5563317041874796,2.946658473959474
10%,17095.25466289594,5.235187906652165,10.110309311691868
50%,27515.839036613597,10.208639649833284,18.07612483903467
90%,64923.61341695073,21.11728239545095,36.22652132160677
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2060998.006632491,937.0216986200819,1288.5215721722163
std,2559274.0422781575,1621.986610865934,1475.6489277608289
min,633455.9812575853,130.7969851904006,394.10704988839126
10%,848370.4503280683,191.64073145605775,548.157918606268
50%,993164.6460679865,247.2580234338492,673.1458840597459
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3759886.955786014,2004.865806614144,2247.408805529211
std,3474256.844401314,2209.0499063973302,2015.6952373191743
min,658599.2450842621,136.28397188804487,410.9068209414189
10%,887008.7140766947,199.2076657720959,558.4259986803789
50%,1065722.813027934,268.2791511970006,701.9354605492867
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,304311.90719860693,88.43562010868175,197.52758627316783
std,148747.364278367,88.33581918349887,92.25335041362278
min,117309.61418984253,27.356791828300132,78.57669084912177
10%,227118.70333353957,52.077409566158366,143.77532938116627
50%,298161.26105366513,80.96920872087898,191.69727757242825
90%,381852.5758143645,128.5802377778905,252.45908618207883
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,930711.3736445757,309.92507947225806,596.1510299091947
std,1227544.4635109026,761.9464589000058,716.5332963122385
min,408066.17817006295,81.88720920583445,238.38149885832829
10%,602961.4863799005,132.48546200289456,378.69791781181135
50%,718845.0081659235,174.89917065409765,468.634561482623
90%,867215.7637178365,241.72204855008135,596.280534913091
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,53688.91105676045,27.631857083995886,34.31452993761673
std,456325.1684831363,268.85087228363335,268.58542751427314
min,6290.949841552712,1.4858666143312331,2.341549032088101
10%,14005.79754818252,4.1013199057237495,7.945362788087732
50%,23067.99339541316,8.585401727422145,14.92373164558476
90%,42278.05576458945,18.93179082660863,29.09344495111212
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,36365.37771721627,16.870097438518894,24.316401371557795
std,268051.09517652437,158.02413362238448,157.93355949433095
min,6501.210750323193,1.5308586762475185,3.1846721807198364
10%,15148.225702922333,4.648584258988783,9.063196698286564
50%,24526.661165345307,9.202216278543595,16.38368413302117
90%,38729.255631999884,17.018389231151172,27.770829705994867
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2671951.7915768563,1380.9053985169337,1657.1559134209635
std,3149087.8486070405,1963.5659288210632,1806.1111887702934
min,491254.21720097464,91.72015475294792,299.1645601396142
10%,708152.4076629913,167.6827997355306,477.9133930042324
50%,887867.9957691869,251.628111893761,642.5125764670693
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1762071.85802871,872.2043271463413,1067.3094411448465
std,2724189.0208327607,1672.876269703544,1590.0653948158163
min,328629.09712765017,58.007926328762814,188.62075046176125
10%,487903.3235704842,107.65456898510934,302.9024266951306
50%,607904.9483061174,155.54120828453296,393.2150857943206
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,90030.412723983,47.12756710815333,56.736885040553005
std,682250.972889342,401.8049056965787,401.02571327089544
min,8069.657345226308,1.9626280644061322,4.541246647430862
10%,19998.08591009327,7.007159204901664,13.45223478278707
50%,30985.44565268725,12.222957912886994,21.92523099842447
90%,44093.802101141286,19.91681242954208,32.607307170801626
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,755120.9349762601,232.9870533406838,489.134672172058
std,718188.3113942954,442.4305925016189,422.2614379430731
min,409026.9112853716,77.61032265704654,236.36332419131512
10%,566797.318958647,134.3557019047792,354.97682851870917
50%,681741.6354921616,181.8934035555891,441.41639051489256
90%,814350.73361425,257.4207227834469,555.2809950704443
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8095674.067897775,4762.022043439835,4762.242116375411
std,176576.84749870433,109.5484327728646,100.57231090458328
min,802286.6880229146,220.80184962029267,577.1014497348083
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,396379.77480509935,229.6248801522951,236.96905590786537
std,1676340.191023837,986.9354090141611,985.3730397977763
min,7043.47176360278,1.340335033089822,2.9684834118067895
10%,16546.338454301767,5.0060926536664025,9.66687546245265
50%,26966.774950358194,10.291279705600079,17.815897514329336
90%,73957.34594347984,48.75477730208029,61.87847510723112
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,323386.3512143004,187.7616368136739,189.1033133209456
std,1562515.697360476,919.6269261919132,919.3595060366475
min,1768.0813037327453,0.09241081430978466,0.21757816467881247
10%,4999.730493544075,0.8431294696371165,1.3934522035575814
50%,8666.798802313238,2.364132172438995,3.7583903330351545
90%,16295.262537243021,6.3369605194265235,8.659530710082093
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,110896.2359526238,59.0501148936488,66.89188348177382
std,811142.1092814401,477.74788209487645,476.9848944863964
min,6317.041927248397,1.537401186442037,3.4498614658293265
10%,16777.049377534015,5.072129929879039,9.972772168892154
50%,26749.578498711202,9.744855167701783,17.516701944582593
90%,40627.376965726515,16.976819222555253,28.444484762006052
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8099310.37869776,4764.264873682969,4764.311815991114
std,68962.13022400129,44.10086699724878,39.40663618270056
min,1203786.9775998727,354.61918262806375,824.0422640828856
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,236361.334722704,135.57722577933203,143.1952425009942
std,1267199.122743802,746.0995505448259,744.9287304610604
min,6581.982852814396,1.580325668257469,3.2365759919767987
10%,15348.55264484848,4.621503355955681,9.102057406835767
50%,25816.219507000867,9.593740084996153,17.089032576371157
90%,71627.46196724812,45.18457174200323,58.264986126284626
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,734688.2104886562,259.94001984907675,458.9273019254661
std,1211189.0267358862,740.2079447119753,709.7091000572509
min,286955.2690761518,54.7473485574373,171.30981881773366
10%,431959.73646380025,94.30972454005794,263.4702636992589
50%,534348.4155150081,133.45582704256907,337.50654565032545
90%,662800.7008096038,197.82351126391805,443.8189002558165
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,171730.4699573563,88.14547958550006,101.92811404519597
std,972305.4442892566,573.4651910673375,571.9064967803889
min,9383.208511222729,2.0163096740962367,5.553257427688576
10%,23267.721298720175,7.534179691570617,15.090249374694595
50%,39903.755116967644,13.576759784910234,26.756512041326786
90%,101061.08922650621,31.157172441909985,54.33453403007844
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,21329.696240925467,9.062238745732673,13.78113874542204
std,114699.9848158503,67.70021289377178,67.77443969214758
min,3390.4303365184587,0.8392652937972317,1.3343602949260953
10%,10998.426605429999,3.1705354495056546,6.123998096137765
50%,18003.38826937991,6.817941349177657,11.376123818988201
90%,28945.15515348187,13.369243505931808,20.00403915394319
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,653356.6596250875,377.2320336169169,386.1081327302659
std,2143482.283783275,1262.9142651764375,1260.3918448976644
min,6737.995127870998,1.366562012033011,3.2623720318561684
10%,17636.76666277935,5.620318578315841,10.923310320789682
50%,29691.98594027783,11.187094066730882,20.407733337791527
90%,102505.94249054314,59.25643505565434,75.60904539817699
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,7322045.825565257,4267.575067827121,4314.204546663026
std,2208763.8919724924,1411.3828239409215,1279.2279857645292
min,762997.6752149472,153.65134411472977,453.3171641936068
10%,1188805.0274448264,322.03933222140404,795.2623731251989
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,300873.97180202673,175.5968777348277,179.2012373928407
std,1483304.7891279904,872.8791623396778,872.2185618185132
min,2121.6906617716177,0.15565048533892503,0.2765699109154536
10%,7689.531754777561,2.2697215987936907,4.268957615436775
50%,13311.641368499571,5.032791780486152,8.390145233312062
90%,52423.125057070465,29.260624465729627,36.34721295346403
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1623643.522365092,705.3118230869054,1000.2514093294669
std,2261313.481702806,1417.0324427818045,1315.5599077527586
min,498955.4503615582,98.41137748363273,297.75101425570426
10%,723241.5940913404,162.36181088646464,451.6423310920449
50%,846255.4092492127,210.59519794490768,546.8697615563713
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,34648.1667532639,17.25522109752625,21.00621480708648
std,387387.2265527326,228.05982458964,227.91198798701984
min,2258.9725320714147,0.1786171847741196,0.3353961723500221
10%,8717.623205355334,2.394194428510569,4.610897355230517
50%,14195.428493471822,4.968913806425638,8.521926385208726
90%,24102.422518108157,10.928745729372492,16.434587375753306
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1738482.4715527806,824.0860948615383,1082.8816943818922
std,2547710.1698672315,1578.1081917925396,1476.7438631556536
min,396556.45709810907,73.35951511141967,237.69812721027878
10%,595222.4177003538,134.61089170317345,383.09382398544994
50%,730418.8703401005,189.40635574077672,495.8739070496885
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,150919.0054941105,76.35431688998372,94.93351178884843
std,842860.6952178266,497.1658451330399,495.40730826818043
min,16031.768692373786,2.905345896661936,7.010911354676432
10%,32378.695530798555,11.017719480116185,22.794179018413622
50%,49036.256359226674,17.39802921027906,35.31490141740729
90%,110835.80528738895,49.286552185379136,76.42552764615854
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,29606.872029615628,11.727512580124687,19.516226473183988
std,114823.52264307758,67.68167575848233,67.82795769322722
min,7021.587933729889,1.4836689697783036,3.7873677005418505
10%,16591.304228599667,5.071886607555873,9.851907300930819
50%,26131.597243510296,9.574097784907796,17.19364433389144
90%,39235.26408210118,16.383801225544193,27.301017428444187
